Formula,E_hull_DFT (eV/atom),E_hull_ML (eV/atom),Delta (ML - DFT)
Fe2PbI7,23.2423,22.1253,-1.117
RbFe2I7,15.9555,16.666,0.7105
Ca3In12Sn,16.8941,17.8458,0.9517
Ca3DyIn12,17.1958,18.3206,1.1248
YMg2Cu,15.7241,14.3435,-1.3806
TcRu2Pt,53.6367,45.2483,-8.3883
Li3Ac2AgPt4,51.274,40.221,-11.053
AlZn6Ag,10.0253,9.8771,-0.1483
Sm6AlPb,25.453,27.2169,1.7639
NpAlRh6,45.4996,35.0198,-10.4797
Y3AlN,35.9122,32.4041,-3.508
Y(MgCu)2,17.1594,12.9583,-4.2011
CeYAl,28.3543,24.9069,-3.4474
ScCr4Ag,17.6209,14.6101,-3.0107
Ac2TbIn4Ag3,32.5763,31.3351,-1.2412
Ce2YAl,25.9908,23.9192,-2.0716
Zn2Re,28.6968,23.5077,-5.1891
Ca3CePd12,15.2281,16.9856,1.7574
SiAs4Ru,22.9443,18.0661,-4.8782
Ga2SnPd7,18.9587,18.4213,-0.5374
PmTl3Os2O9,16.6945,17.8849,1.1904
TbGa2Pd7,18.216,19.0199,0.804
TlGa2Pd7,20.9039,21.4173,0.5134
Ca3TbPr12,0.7772,0.4917,-0.2855
Tl2Ga7Ag,19.2098,19.1321,-0.0778
Tm6AlOs,28.431,31.1783,2.7473
Ca3Pr12Er,1.3444,1.2661,-0.0783
CdGa7Pb2,18.3655,19.3494,0.9839
Ca3Pr12Tm,1.0301,0.748,-0.2821
Sr2As3Pt4Au,49.5784,35.881,-13.6974
Rb2Ga7Sn,8.2228,9.2333,1.0105
CdAsPd6,16.7312,18.4248,1.6936
HgAsPd6,14.3641,16.0202,1.6561
AsPd6Au,20.3249,22.5843,2.2595
Sm2Ga7Au,15.1482,16.526,1.3778
Tl6AsPb,45.9776,46.8373,0.8597
TlAsPd6,20.715,22.3703,1.6553
SrRhW,47.4229,32.9412,-14.4818
Dy2MgPd5,17.4599,19.5482,2.0882
Sr2AcAgO5,8.1726,9.2928,1.1202
Re3MoW,39.6318,40.1681,0.5363
Y4HoBi5,34.7942,36.6834,1.8892
Cd2InGa7,11.803,12.6085,0.8055
Sr(CaAc4)3,50.6505,51.4578,0.8073
Sr(CaSn4)3,17.3983,17.8342,0.4359
Sr12Ca3In,13.5537,13.0911,-0.4627
Sr2In7Ga,17.1566,18.2279,1.0713
YMnPd6,31.3275,27.9921,-3.3354
YPd3N,37.2765,33.1228,-4.1538
Ca3TbHg12,2.0215,2.7248,0.7033
Ca3TiPd12,14.0452,15.8809,1.8357
P3Se,10.7772,11.5794,0.8022
Ca3PuTl12,43.377,44.2813,0.9043
Ca3Ac12Tm,51.2845,52.6253,1.3408
CdGe2Pd7,15.7817,17.4316,1.6498
VCu2Sn,58.4602,48.3816,-10.0785
NpGe2Pd7,20.8549,22.6891,1.8342
EuCuPb2,34.9141,36.3515,1.4374
FeRe6B,36.0676,37.3874,1.3198
PrErIr,0.0,1.0198,1.0198
AcBPt6,74.7577,54.8815,-19.8761
CaAcAgPt,46.9804,39.8916,-7.0888
Si2SbIr2,25.3367,28.9359,3.5992
TlGe2Pd7,18.9761,20.5874,1.6112
Pr12NdY6,4.6942,4.4576,-0.2366
Ca3ZnHg12,1.3092,1.4379,0.1287
AlCoB6,8.079,7.0793,-0.9997
Ge2TePd7,18.1153,19.3563,1.2411
CaYSb2N,45.5832,36.4831,-9.1001
TlGe2Pt7,69.3283,50.3823,-18.9461
La2AlOsW,88.905,66.452,-22.4531
LiAlOsW,87.3048,68.077,-19.2278
Pm6PrY2Ho3,21.6909,23.0521,1.3612
Pm2Sm6Dy3Pu,29.5361,31.164,1.6279
CaScZn,11.6359,8.7435,-2.8924
Ca(PmIn4)3,19.4202,20.6233,1.2031
Ca(LaIn4)3,24.4444,22.0635,-2.3809
Ca(TbIn4)3,19.787,20.9877,1.2007
In2BiF,25.2562,26.4664,1.2103
Li5Fe(SiO4)2,38.7128,33.6623,-5.0506
Ca(Pr4In)3,0.8314,1.6624,0.831
Ca(La4Nd)3,43.7131,30.9077,-12.8054
SrRhW2,44.1561,35.945,-8.2111
Li2Ti(BO3)2,0.0,0.0,0.0
Rb2Tl7Ge,37.4863,37.5465,0.0602
Ca(LaPr4)3,7.0069,4.312,-2.6949
BaAc6Pr,47.8505,49.2008,1.3503
Ba3WSe,17.6989,16.8116,-0.8874
Ca(Nd4Tm)3,24.5751,26.0014,1.4263
Ca(Nd4Tl)3,28.2031,29.6219,1.4189
NaDy4Mg5,14.6686,15.6785,1.0099
FePIr2,39.0037,37.9547,-1.049
TbY2Be,17.1885,16.6652,-0.5234
AlZnW2O,33.3357,28.5575,-4.7782
Ti6BeAl,9.7162,9.8304,0.1142
Be6ZnCo,7.8844,5.0549,-2.8295
Be6CoRu,5.9878,5.8628,-0.125
Ca(SmPd4)3,17.6004,19.3978,1.7974
Mg7C,10.3853,8.4846,-1.9006
Ca(Pm4Er)3,24.4431,25.8273,1.3841
Be6NiRu,2.6982,4.8182,2.12
Rb2ZnCd7,14.5561,14.9229,0.3668
Sc2Zn2Pb,15.2522,17.3381,2.0859
ScZnIr2,36.7858,28.4214,-8.3645
TlTc4Br,73.2566,62.2061,-11.0505
Cs2TlIn7,23.7109,24.5262,0.8153
LaMnNi,86.4679,70.8028,-15.6651
UBeCo6,16.4125,16.7329,0.3205
Ac4Ag2PtRh,56.8236,50.7639,-6.0597
Tl2InAu7,45.2334,46.2331,0.9997
Ca(Pr4Tl)3,6.6896,7.5221,0.8325
Ca(Pr4Tm)3,3.0639,3.9081,0.8441
Co2AsCl,16.3077,12.4621,-3.8456
Ca(Sm4Er)3,24.6146,26.0385,1.4239
Ca(Ac4Pr)3,48.4038,49.168,0.7642
ThBePt6,74.7448,54.9013,-19.8434
Tl2In7Sn,26.217,27.1337,0.9166
Ca(Sm4Tm)3,24.8561,26.2806,1.4245
TmBePt6,71.3888,50.664,-20.7247
TiZnIr2,28.3093,27.9265,-0.3828
Ca(PaSn4)3,28.1868,29.4154,1.2286
K2AgSn7,19.954,19.5806,-0.3734
Pu7Ir2Pb,64.2797,66.0312,1.7514
Mg2MnPd2,22.9227,20.9205,-2.0022
Ca(TbSn4)3,20.427,21.6773,1.2502
BeFePd6,17.7152,17.6285,-0.0868
Sc2Zn2Pb,11.5939,17.3381,5.7442
BeZnAu6,39.2748,38.3783,-0.8965
PaTlBi2,56.7408,59.0216,2.2809
Pa2ZnTc,58.7107,57.2325,-1.4782
AcThBi6,56.9517,58.2946,1.3429
UGaP2Ru5,21.5723,22.8988,1.3265
YReN3,83.1892,72.1435,-11.0458
UPaBi6,57.9722,59.421,1.4488
RbYB2,48.4183,40.4946,-7.9237
UNbPt6,92.8278,69.4786,-23.3491
Sm2SnF,20.5081,22.2228,1.7147
AgPtBr6,24.6587,20.3005,-4.3582
Ca(InI4)3,18.2848,19.8336,1.5489
ScBeZn2,10.7798,8.1507,-2.6291
BaUBr6,15.6535,17.8126,2.1591
YWN3,34.992,22.7112,-12.2808
NpAuBr6,22.551,22.7653,0.2143
PaAuBr6,21.9782,23.3535,1.3753
PrTmTe3,23.8928,25.781,1.8882
YZr4Br,70.1477,58.799,-11.3487
K2Tl7Pb,43.1768,43.6276,0.4508
NpCdBr6,18.8003,20.5862,1.7858
NpBiBr6,23.282,24.1948,0.9128
Cd3InAu12,40.2062,41.2168,1.0106
CdPtBr6,22.9375,19.6532,-3.2843
NpNbPt6,93.0359,69.6131,-23.4228
PuNbPt6,93.2078,69.6725,-23.5353
CdSbBr6,20.0103,20.0395,0.0291
Li4BeIn,5.1742,5.0256,-0.1487
YTaFeGe2,29.5346,25.1523,-4.3823
AcY,39.26,42.1742,2.9142
Ac(ErAg3)2,34.3584,30.1323,-4.226
MnNiOs,83.7292,74.8946,-8.8346
YCuTe2,33.2753,30.0114,-3.2639
Tl(CdIn4)3,21.683,22.4298,0.7467
UCdBr6,18.561,19.945,1.384
Cd3IrPt12,73.3374,53.02,-20.3174
CeDyBr6,13.4159,14.3658,0.9499
La12Cd3Hg,42.187,29.2808,-12.9062
KHg7Pb2,11.4635,11.8069,0.3434
PmDy2Rh,31.8024,30.8323,-0.9702
Y2N4O,36.408,30.9116,-5.4964
KNp2Br7,21.9704,22.5509,0.5805
RbNa2MgCd,14.6509,12.7077,-1.9432
Y(NO)2,26.3137,22.425,-3.8887
Ac(SmAg3)2,33.3639,29.0824,-4.2815
DyErBr6,13.9463,14.9462,0.9999
KBa7Pd2,4.5812,5.0396,0.4584
Pm12HoCd3,23.8877,25.2816,1.3939
RbNaMg2Hg,6.3808,5.5932,-0.7877
HfAuBr6,31.7119,27.1436,-4.5684
CaNdSiAg,25.9531,22.4659,-3.4872
YINO2,43.7323,36.5087,-7.2236
Ca3Pm5C,22.2432,21.7796,-0.4636
Pr3BiO7,2.866,3.0734,0.2074
Pr12TlCd3,3.041,4.4333,1.3923
Cu3AsS4,31.9982,24.7852,-7.213
InIrBr6,16.1806,16.5051,0.3245
Cd3SbPt12,73.3392,52.1521,-21.1871
InPtBr6,23.0072,18.978,-4.0292
CaNdIn6,18.1976,19.4492,1.2516
TaInBr6,14.9091,16.3765,1.4675
Pm2Pr6Nd5,6.4904,9.7903,3.3
Rb2NaTl7,38.3512,38.2616,-0.0896
Li(TbIn4)2,19.4016,20.1317,0.7301
Cd3SnAu12,40.2818,41.3011,1.0192
IrPtBr6,26.2157,22.8121,-3.4037
TlIrBr6,20.1152,21.9593,1.8441
PuSnPd6,25.8798,26.3052,0.4253
Ca2FeSi4Pt3,41.1518,28.0821,-13.0697
Tl(CdPb4)3,46.2294,46.8854,0.656
YBrN3,29.4237,25.0108,-4.4129
TlMoBr6,12.9124,15.5976,2.6853
LaSmBr6,16.3792,15.0702,-1.309
LaTbBr6,16.5754,15.258,-1.3174
TlMoP2Au,32.2317,28.6645,-3.5671
YSiN,38.1978,29.966,-8.2318
TlZn4Mo,16.4872,17.82,1.3329
NaAc(MgPb)2,32.915,33.322,0.407
Cs2MnHgCl6,16.016,13.8934,-2.1226
NaMgAgF6,12.4576,10.7977,-1.6599
AcLa2Ag,49.9235,40.6919,-9.2316
TaNiPd6,18.6154,21.0332,2.4178
CaTbAgSn,20.3867,20.4549,0.0681
ZnW2Br,25.2745,27.5428,2.2683
CaPuBi6,50.2801,51.4085,1.1284
MnSeS,61.7085,45.767,-15.9414
Ti2Cu2Sn,27.0461,25.185,-1.8611
Ac2La7Er,52.3958,40.7334,-11.6624
BeCo,10.8639,8.5653,-2.2986
Ac3Nd12Cd,31.7908,33.1931,1.4022
PmSmBr6,13.0728,14.1042,1.0314
LiCa(AsPd)2,9.4679,11.3535,1.8856
Ac3Pr12Cd,9.7063,11.0965,1.3903
CaDyHg6,3.4855,4.3427,0.8572
LiMo2(PO4)3,14.4159,0.0,-14.4159
MnReNi,83.0003,74.6277,-8.3726
PrNpBr6,15.8422,16.2225,0.3802
NaMgMnF6,15.0975,15.0118,-0.0857
La7Pm2Ho,44.2787,32.7753,-11.5034
SrYAs2Se,34.2512,29.5779,-4.6733
La7PmDy2,44.4543,32.989,-11.4653
PmUBr6,18.8292,19.617,0.7878
NaMgPtF6,14.3654,11.7631,-2.6023
PtPbBr6,27.7455,23.6218,-4.1237
AcLaAgPt,58.628,47.1926,-11.4354
TbPrBr6,10.1307,10.6042,0.4735
NpFeTc,44.5826,44.1197,-0.4629
BaZr3Sn,64.7187,53.9265,-10.7922
Ba2LiAl7,10.5329,7.8108,-2.7222
NaYMg4,8.8322,8.3647,-0.4675
Cd2GaSb,23.0454,21.2888,-1.7566
RbReBr6,13.305,14.2018,0.8968
Ac3AgB2Pt9,68.1607,51.1389,-17.0218
RbNa2MgZn,12.905,10.4327,-2.4724
LaPm7Er2,29.0258,28.2124,-0.8134
SrH7Pt5,35.3322,25.6424,-9.6899
Ac4YAg5,42.5999,39.9079,-2.6921
CsPtO4,14.3302,12.3295,-2.0007
RbThBr6,15.7764,16.3648,0.5883
ReAuBr6,19.4475,19.593,0.1455
Ac2La7Tb,52.1149,40.4618,-11.6531
Pa3Tl3PdS8,54.0824,45.968,-8.1144
Tl12CdSb3,47.7292,46.202,-1.5272
NdTeI,28.6771,29.5582,0.8811
KAc5Te8,46.3888,46.0461,-0.3428
PmDy3Rh4,30.2685,25.5768,-4.6916
YTi2SnN,37.3306,30.1004,-7.2302
RuAuBr6,18.8997,18.708,-0.1917
AcAg4Au,36.0488,32.192,-3.8568
TaMo4Au,24.4138,28.2261,3.8123
RuPtBr6,25.2061,21.1762,-4.0299
AlWSe2Br,30.1484,26.8861,-3.2623
YTiIN2,32.8491,28.0213,-4.8278
Ni2MoIrBr,31.9912,28.6758,-3.3155
Ac7LaHo2,56.6063,56.0505,-0.5558
Ac2Tl(HgO)2,24.2948,25.2729,0.9782
YZn2Si,26.0155,22.4527,-3.5628
CeSnBr6,13.1295,13.5603,0.4309
NdTm(SiPd)2,19.5984,18.9496,-0.6488
NpSnBr6,18.993,19.3529,0.3598
Ac4Ag(BiN)2,43.995,44.2457,0.2507
PuSnBr6,19.202,19.6473,0.4453
Al2Ga4W,11.55,13.3957,1.8458
LaTb2Nd7,27.8172,27.3339,-0.4834
LaPm2Hg7,9.5719,8.8837,-0.6882
RbYSeN2,41.6153,34.7396,-6.8757
Ce12CdIn3,23.4516,25.1504,1.6988
SrReBr6,18.5953,16.7439,-1.8514
HgW2Se,25.8159,27.7248,1.9089
Ac2Ag2Pd5Pt,31.5312,29.8888,-1.6425
YCuN3,28.41,24.4174,-3.9926
Ac2Y7Ho4,26.327,28.114,1.7869
AcTbYAg,34.2515,34.4051,0.1535
AcTbAgPt,52.3597,45.1885,-7.1712
La3Sm12Cd,29.6499,27.5623,-2.0875
Ac2Ga3AgPt4,53.5087,42.6008,-10.9079
PaGa4Sb,24.2268,24.0042,-0.2226
NaPuMgBr6,12.7282,14.0519,1.3238
TcPdBr6,22.1887,20.898,-1.2907
Ce3UPt12,75.1846,54.9861,-20.1985
HoTmP2Ir5,36.6636,35.8793,-0.7842
BaAs2Rh,11.6034,11.0585,-0.5449
Ac2Ag5Pt,42.6373,35.7301,-6.9072
TlTcBr6,26.2067,24.8825,-1.3242
AcTmAg,42.1397,41.2855,-0.8541
ThTlBr6,22.1063,22.7762,0.6699
P2WS2,79.0325,65.6801,-13.3524
TlTeBr6,19.9281,19.6726,-0.2555
TmNpBr6,19.7222,20.6282,0.906
YReSi2,36.2899,33.5325,-2.7575
Ce12SmTh3,32.6614,34.4297,1.7683
AsPtSe4,59.5211,48.0784,-11.4427
TmPuBr6,19.8676,22.7769,2.9093
PuUBr6,24.8706,25.3954,0.5248
La3FeBi,36.5578,27.8688,-8.689
ZrPbBr6,30.073,26.9969,-3.0761
Sn6HgSe8,33.7607,28.5936,-5.1671
YRe2Si,42.6163,41.1315,-1.4847
Ac3AgP2Pt9,68.5363,51.435,-17.1013
NbAl2W,39.6647,39.5204,-0.1443
PbAuBr6,24.5804,23.5621,-1.0184
CuTc4Rh,71.6158,58.7926,-12.8232
Ac3Si2AgPt9,69.9135,51.9527,-17.9608
Ce3HfPt12,79.7899,56.7986,-22.9914
Y2ReSi,35.4313,33.2438,-2.1875
LaSm2Tm7,31.6746,31.6011,-0.0735
NaCe(MgHg2)2,6.6235,6.7721,0.1486
TlAg3Cl5,17.9973,15.4164,-2.5809
AcAg2Pt,49.2027,40.3943,-8.8083
YReSi,43.0956,39.6256,-3.47
ErUBr6,19.4228,20.6983,1.2755
RuPbBr6,22.9737,21.3273,-1.6465
SrUBr6,18.3647,19.6586,1.2938
YRe2Si,42.2811,41.1315,-1.1496
TaCr2Os,49.4192,40.6879,-8.7312
CaDySn6,19.198,20.2865,1.0885
Ac6AgPt2Rh,64.0073,57.202,-6.8053
Ce(DyEr4)3,28.7446,30.2089,1.4644
Li2PuHg7,8.799,8.8176,0.0185
Li2InHg7,3.594,3.4145,-0.1795
Ce(NdTm4)3,29.2034,30.686,1.4826
CaZrPd6,25.5684,25.0432,-0.5252
PmReSi2Mo,23.9756,21.4449,-2.5307
Sr2ScB2,7.1109,6.6799,-0.431
Tb12CeNd3,26.1548,27.6557,1.5009
Li2ScHg7,2.0458,2.1018,0.0561
Li2ZnNi7,5.2928,7.1864,1.8936
ZrNi5,21.2648,20.8351,-0.4297
MnSn3Pd2,36.5906,30.7494,-5.8413
Ce(PmSm4)3,24.994,26.5093,1.5152
Cs2Ag3Cl5,12.3694,11.0367,-1.3327
Ce(PmTm4)3,29.2281,30.7045,1.4764
Ac2UAgRh6,52.0166,42.9658,-9.0508
TiAlIO2,22.5632,16.8451,-5.7181
Hf8Co2P2H3,81.3413,56.2747,-25.0667
Ca6TlGa,10.9572,12.374,1.4169
Li7TlAu2,14.5753,15.4079,0.8326
YReSi2,27.4252,33.5325,6.1073
Ce(Sm4Er)3,25.8545,27.3551,1.5005
YTi,9.8889,0.0,-9.8889
AcPr2AgSe5,29.5079,25.5546,-3.9533
AlCrNi,20.6214,19.7517,-0.8698
Tb12CePr3,20.6364,22.1356,1.4992
Ca5(Tb4Pr)3,8.6006,10.0414,1.4408
YMn2,63.1074,56.7282,-6.3793
Ce(SmDy4)3,26.8113,28.3089,1.4976
AlNiTe,0.0,2.9824,2.9824
Ca6TlZn,11.6603,12.1405,0.4801
Y2VGaN,54.7846,45.3258,-9.4589
Ca6ZnPb,11.8421,12.3522,0.5101
GaBiPPt2,56.7971,43.3978,-13.3993
Li7Tl2Ga,11.1967,12.0701,0.8734
CaErAg6,27.6049,22.4122,-5.1927
Li7Ag2Ge,7.3659,6.549,-0.817
Li7TlHg2,6.9913,7.1147,0.1233
Y2AlVC,63.2129,47.9702,-15.2427
CsNaMgF2,16.5108,14.4028,-2.1079
Mn3Cd4,49.6516,40.2327,-9.419
BeCo2,6.6768,6.4788,-0.198
Tb2YHoTe6,33.4442,33.5946,0.1505
Ce(HoEr4)3,28.9192,30.3793,1.4601
CaPtBr6,20.7442,17.6721,-3.072
Ce(Ho4Tl)3,32.2054,33.6975,1.492
Rb(SnBr4)3,9.1336,9.5387,0.4051
Li7MgHg2,2.2099,2.2969,0.087
CaTeBr6,13.6595,13.8103,0.1508
Fe2CoAg,21.8625,17.1427,-4.7198
Ac2AgPt,56.7776,50.2605,-6.517
K(CF4)3,12.5196,7.7676,-4.752
Co3AgCl12,2.6079,3.6665,1.0585
Ba(FeCl4)3,1.2647,2.7715,1.5068
AcAgPt,61.162,50.6659,-10.4961
Li7CdPd2,5.6209,6.485,0.864
AcAgPt,55.9939,50.6659,-5.3281
Al2V2Cu,49.1064,39.3271,-9.7794
CaIn6Cu,17.2457,17.2741,0.0283
LaYHoSc,27.0918,23.2078,-3.884
CaTl6Cd,41.0464,41.8333,0.7869
K(CoPd)2,10.8472,10.8843,0.037
Ga3SnCl12,1.8334,3.5672,1.7338
CaCeGa6,9.6579,11.0762,1.4182
Sr2SnSb3Pd4,26.4137,22.7008,-3.7129
Li7ZnHg2,2.7079,2.7782,0.0702
BaCu2P2S7,38.0334,29.0556,-8.9778
LaTlAsBr2,26.2567,23.2577,-2.999
Ac3AgPt,57.4902,53.4426,-4.0476
As2W,15.1065,19.317,4.2105
YRuN3,48.0262,33.7095,-14.3167
GdYBeZn,18.4183,16.3613,-2.0571
TlCdMo4,22.4569,24.9985,2.5416
CaHo6Tm,25.9214,27.816,1.8947
CaHfI6,34.7046,31.5125,-3.1921
CaCeIn6,18.2601,19.5062,1.2461
CaPuI6,25.7889,26.5698,0.7808
CaNpIn6,24.113,25.4084,1.2954
Ca2ZnGa2Pd5,9.9664,11.0901,1.1236
AgPtSe2,54.5758,41.1564,-13.4193
Er3CuPd12,18.5808,20.4104,1.8296
Cd2WSe,28.0583,31.3268,3.2685
Cd3CoPt12,70.9652,50.6157,-20.3495
CdTc2W,53.9189,50.9619,-2.957
YVSiAs2,48.8537,39.1516,-9.702
AlCr2NiO,17.6489,13.9405,-3.7084
Cs3Pu(CuO3)2,12.0875,13.3618,1.2743
Co3RuPt12,69.2607,49.1694,-20.0912
AlCr2Ni,17.5985,16.3385,-1.26
Co(CuNi4)3,10.9854,11.0726,0.0872
Co(CuPt4)3,72.6074,50.827,-21.7805
Co(CuPd4)3,18.8678,19.0192,0.1514
Ac2AgSn4Ir3,36.8446,37.9123,1.0677
AlCr2Ni,17.6114,16.3385,-1.2729
UFeSn,13.7437,20.7972,7.0536
CaBiPb6,46.7966,47.3855,0.5889
CaSbPd6,19.8336,19.453,-0.3806
Co(HgPd4)3,14.1287,15.236,1.1073
Mg7Ag2Pb,13.2456,12.3628,-0.8829
Co(Ni4Sb)3,21.554,17.4306,-4.1234
LiHoPtRh,41.0753,31.8567,-9.2186
Pr5ErBi6,26.833,28.7877,1.9546
CaPrBi6,40.9508,42.0764,1.1256
AlCr2Ni,17.7514,16.3385,-1.4129
Al2CrNi,15.5038,15.4948,-0.009
AlCrNi2,16.5014,16.6045,0.1031
Zn3CoPd12,16.6617,16.8877,0.226
CaTmPd6,17.1082,19.3847,2.2765
Y10Si6B,45.0273,36.5191,-8.5082
AlCrNiAu,26.8077,26.2207,-0.587
Ba2AgPdS,20.6242,16.627,-3.9972
Cr3NiRh12,41.4128,29.6397,-11.7732
CaScSn6,20.4711,19.2207,-1.2504
Cr3SnPd12,16.8406,17.1735,0.3329
Cr3InPd12,16.0609,17.1116,1.0507
BaYSi2,35.5324,27.2712,-8.2612
Na2ZnSb2,29.4481,23.6564,-5.7917
Cr3ReRh12,40.8517,29.7633,-11.0884
TaTlSiTc2,58.7145,51.323,-7.3916
KNa7Ca2,19.5253,15.8896,-3.6357
Ga3Cu12Ge,8.3638,8.3933,0.0294
CaErSn6,19.4617,20.5413,1.0796
CrFe2Co,25.2588,18.3174,-6.9413
AgBi2Br,35.1356,34.9271,-0.2086
Cr(CoPt4)3,68.8335,48.4084,-20.425
Nd2Pa(SiRh4)3,41.2541,30.6452,-10.6089
Cr(CdPt4)3,71.0805,50.517,-20.5635
BaY2Si,50.584,41.6858,-8.8981
Cr(GaPd4)3,17.0628,17.5198,0.4571
LiAcInAg,29.938,28.2613,-1.6768
Ba6SrCa,3.1884,3.3404,0.152
MnNi7Rh2,34.8439,29.38,-5.464
CaTb6Ho,24.3367,26.2375,1.9008
CaTb6Th,29.0929,31.3449,2.2521
Li2In2SiS6,33.0813,24.7568,-8.3245
K2TcBr6,19.6729,18.9152,-0.7578
AcAl3AgPt,27.4619,24.6495,-2.8125
AcSiAg,36.4277,33.1905,-3.2372
ScAl2IrW,26.4937,21.9694,-4.5244
Cr(GaNi4)3,9.1957,10.4383,1.2426
LiPaAsPd,23.3286,26.332,3.0033
Cr(NiPt4)3,71.386,50.6304,-20.7556
Cr(AgPd4)3,19.7279,19.4917,-0.2362
U2InSn4,34.4048,36.099,1.6942
AcDy3(AuO3)4,15.9121,17.7286,1.8165
CaTiI6,17.5492,18.922,1.3729
ScAlBiW2,30.7252,31.9751,1.2499
Cs3PrO3,0.0,0.2154,0.2154
Na2HoHg7,7.3597,6.843,-0.5167
TcRuPt,66.2763,49.936,-16.3404
NbAl2SbW,47.4234,41.1546,-6.2687
LaAl2RuW,30.4495,24.6,-5.8495
Cr(SbPt4)3,75.9234,53.193,-22.7304
K2RbNa7,19.8907,15.8158,-4.0749
CsK2Na7,22.126,18.1253,-4.0007
Pr(Ho2Tm)6,27.462,28.5873,1.1253
CaZrHg6,12.8116,11.1883,-1.6233
Zn3CrPt12,69.2188,48.2816,-20.9372
Cr3CoPd12,15.8623,16.4567,0.5943
HfUSn,69.2916,59.8428,-9.4488
Cr(Pd4Pt)3,30.6255,26.5669,-4.0587
Cr(Ni4Pt)3,24.589,20.4183,-4.1707
CuAgAu,28.6397,28.2327,-0.407
LaCoN3,48.2842,39.7777,-8.5065
PmBi3Au5,46.9957,48.4826,1.4869
NaPu2Cl7,18.0383,19.0378,0.9995
Cu12GeAu3,14.4909,15.8116,1.3206
Ca6AgPd,9.661,10.0183,0.3574
NaAs2Pd,15.4728,15.9036,0.4308
ReTcRu,49.735,48.3924,-1.3426
OsWAu4,88.4039,76.3375,-12.0664
K2NaCd7,18.2321,17.9014,-0.3307
CrFeTe,25.1714,25.6039,0.4325
VCuSn2,67.0581,55.5567,-11.5014
Ca6GaPd,5.5137,7.3909,1.8772
NaSr7Pt2,29.4177,23.6464,-5.7713
Zn3GaCu12,7.3541,8.2229,0.8688
NaSr7Pd2,15.2233,15.3574,0.1341
CaDyGa6,9.9493,11.2,1.2507
CaCuHg6,2.356,2.2337,-0.1223
NdEuTeI,28.3414,29.3413,0.9999
Y2CoSi,40.0577,37.2335,-2.8242
AcThCd6,30.528,31.5845,1.0565
Y3SiC,20.867,33.7856,12.9186
CaHfN3,31.5307,23.9744,-7.5564
CeCd6Hg,17.4301,18.2294,0.7993
Hf2N2O,34.8649,27.6031,-7.2619
Ac2AgSn3Pt4,57.2647,46.3094,-10.9553
Cu3OsRh12,40.7541,30.0401,-10.714
SrCo4Br,12.6324,11.9244,-0.708
Al2CuW,8.5418,12.9575,4.4157
Cu3RuRh12,41.9189,30.0891,-11.8298
AcAgGe,34.6272,33.986,-0.6413
Co2RhCl,16.7463,14.7663,-1.98
AcSi2AgAu5,39.9885,38.2423,-1.7461
K2Rb7Na,5.2048,4.1785,-1.0263
Na2PtCl7,13.1418,11.8974,-1.2444
AcSmAgPt,51.9774,45.3353,-6.6422
Cs7NaAu2,28.8072,28.405,-0.4023
LaCd6Hg,20.7132,19.3673,-1.3458
Zr2Al,44.4388,51.675,7.2362
Ca2AcAg,17.686,23.6878,6.0018
Nb(PdS)2,51.8501,41.8432,-10.0069
Re2RuAu,36.5469,40.4511,3.9041
YHo3Rh,29.3348,27.7124,-1.6224
PuCd6Pb,29.9689,30.9195,0.9506
Ho4ZnGa3,17.7296,19.6876,1.958
Ta4CdAg,33.4473,34.1375,0.6902
Er2AlSn4,20.3058,21.934,1.6282
Ac2Si3AgAu4,38.8686,37.0144,-1.8542
PuTlCd6,29.7481,30.6586,0.9105
Ac2Ag3Sn4Pt,39.0352,34.7244,-4.3108
AcCeAgPt,52.041,45.2263,-6.8148
Ac4Ag5Rh2,46.2448,40.5464,-5.6984
Li2Ti(TeO4)3,14.9028,13.5654,-1.3374
Cu(PtRh4)3,54.0276,37.5974,-16.4302
LiGaAgBr5,13.2258,12.3376,-0.8882
Ac2ZrAg,64.7299,59.7772,-4.9527
Th3CuPt12,79.101,58.8904,-20.2106
ScUAs,36.7264,33.6338,-3.0926
AcAg2GePt2,52.555,41.3521,-11.2029
Hf3Zn12Cu,32.9454,25.5894,-7.356
Zr12Cd3Cu,77.7024,64.6101,-13.0924
BeCoAs,15.697,12.2236,-3.4733
YCr3Pb,36.7289,30.3501,-6.3787
TbNd7Sm2,25.2881,27.1179,1.8298
TbNbP2Rh5,46.3442,36.0138,-10.3304
YCrPb3,52.7808,48.1881,-4.5927
CeCdPt6,72.0467,52.0245,-20.0222
Nd7SmTh2,33.675,35.2993,1.6243
LiUIr,30.0228,35.8678,5.845
YCrPb2,52.5521,47.673,-4.8791
ZrTeRu2,43.3625,41.0022,-2.3602
Ac2AgPtAu,53.8172,49.8268,-3.9903
YCr2Pb,42.0271,35.8135,-6.2136
PmYHo2N4,24.4295,24.4993,0.0698
Ce4Y3PuS8,39.7249,32.9219,-6.803
Dy2YUN4,29.7012,30.024,0.3228
TlCdHg6,8.5231,8.8537,0.3305
FeTc3C,58.2499,48.3023,-9.9477
CuNiBi2Os,35.5057,35.6197,0.114
Pr4InGe,-0.0,-0.0,0.0
Y2SiNi,74.3448,62.432,-11.9129
TcHN,31.5062,28.0831,-3.4231
LiYSi2,31.0363,26.286,-4.7503
CaTbPmMg,14.807,17.2029,2.3959
