Formula,E_hull_DFT (eV/atom),E_hull_ML (eV/atom),Delta (ML - DFT)
GdErAgSb,33.1626,31.3763,-1.7862
CrOsW2,95.9118,79.6466,-16.2652
TbAgSb2,36.4388,30.9663,-5.4725
CsRbIn,13.86,15.1361,1.2761
K2ScCoAs,19.9415,15.5115,-4.43
CrW2Au,33.6742,37.5833,3.9092
Nd2ThI,34.2498,37.2179,2.9681
Y6Ho3Er2Sc,20.474,20.8269,0.3529
CrPbW2,35.3157,38.6289,3.3132
Ni2BiRu,21.2277,19.6164,-1.6113
CrIn2Tc,35.687,29.9956,-5.6914
TiBiIr2,36.6999,40.6936,3.9937
SiGeRu2,20.2114,17.3965,-2.8149
TbCeSc2,15.4754,18.7105,3.2351
Ga3OsRu,18.3236,19.2023,0.8787
CaNd5Tl8,37.8969,39.2838,1.3869
RuRhAu2,51.4813,46.1513,-5.3301
In2CoNiPd,29.3139,24.606,-4.7079
Tl3GeSb,42.0096,40.2001,-1.8095
Be2CoSnPt,31.6184,20.5764,-11.042
BiSbPb2,51.2381,46.7378,-4.5002
In(AgTe)2,30.4985,27.667,-2.8315
Sr(ScPb)2,20.7701,24.2019,3.4318
Zr(ScSn2)2,36.4594,30.4061,-6.0533
PaPd2Rh,37.4954,37.2406,-0.2548
RePdI3,26.5056,27.089,0.5834
BeCoSiPt,38.0037,29.907,-8.0967
TlCrTc,51.5176,47.3039,-4.2137
YBe2SnN,34.1629,26.3309,-7.832
AcYPt2,63.2623,50.7531,-12.5092
SrTaPb2,47.2121,43.196,-4.0161
SiPd3Ru,21.0274,18.7914,-2.236
LiBeCoPt,30.37,20.676,-9.6941
GdSnSb,31.2334,29.6224,-1.6111
NaZrFe2Ni,51.7053,38.2849,-13.4205
La2BeCoPt,45.0383,29.2493,-15.7889
LaInAg,34.184,27.9151,-6.2689
CaYAl2,17.814,16.2403,-1.5738
NaAsCSe2,50.8167,40.9262,-9.8906
CeScGa2,11.1477,13.8794,2.7317
Pa2CuPt2,56.0425,48.2805,-7.762
BeCoPt2S,54.2185,35.808,-18.4104
AcLa(AgGe)2,32.2808,28.7725,-3.5083
MoPt2Br,52.319,39.2297,-13.0893
NaBi2Mo,37.6618,38.1251,0.4633
CrTe2Pb,36.5774,36.1767,-0.4006
Cr2CoHOs,13.517,14.6218,1.1048
CrCoHOs2,20.1859,21.9932,1.8073
Be3TlI,23.3888,24.9977,1.6088
Te2PbW,44.5225,44.7477,0.2252
ReNiPb3,57.2579,49.2146,-8.0434
ZrBeIr2,38.6697,43.4243,4.7546
Ac3ErAg4,43.2738,41.9743,-1.2995
ZrScCd2,35.2775,31.8176,-3.46
NaV2Co,67.6082,54.2712,-13.337
SbIrW2,41.8253,43.6131,1.7878
AgBiSb,43.7133,39.2789,-4.4343
TiOs2I,21.796,25.3841,3.5881
Ba2As4Pd5,11.3831,12.3239,0.9409
NiWAu3,40.3978,40.0307,-0.3671
BeCoCl2,10.8938,6.8943,-3.9996
TaCo2TcNi,62.9727,47.4563,-15.5164
CdSbSe,34.2342,28.7569,-5.4773
CaNiI3,18.5,16.8025,-1.6974
NiGeBi3,40.5301,38.4991,-2.031
Tc3NiPd,62.903,54.4614,-8.4416
MoOsRu2,25.739,27.0061,1.2671
TaRuRh,49.1151,43.5583,-5.5568
Y2AlGe2Ir5,25.2874,26.3929,1.1055
TlCrW2,34.9055,37.7289,2.8234
CsTaBe3,20.593,18.6103,-1.9828
LiDyZrOs,41.8131,39.5699,-2.2432
Sr3AgGe4,13.6639,13.4152,-0.2487
LiP4WO12,16.8401,1.6588,-15.1813
In2FePb,26.4119,25.3687,-1.0432
ZnSi2Pb,20.011,18.5612,-1.4498
Na2Tl2Pb,38.4157,37.5975,-0.8182
Cs2NaCd3Hg4,12.7954,12.6343,-0.1611
CePmDyPa,36.4999,40.1645,3.6645
TmPaTe2,45.0788,45.9993,0.9206
Na2CdIrPb,33.9976,32.4473,-1.5503
CrWAu,32.7241,34.7451,2.021
Cs(SbO2)2,24.8816,23.0773,-1.8043
Ca2HfRu,37.6368,34.7679,-2.8689
SbMo3W,28.1717,28.0338,-0.1379
CaErCuAg,19.8535,18.4664,-1.3872
CrOsW,114.8298,91.7754,-23.0544
BeCo3Cl,10.7704,8.6392,-2.1311
SnSbMo3,36.6652,29.9486,-6.7166
BiSbC,49.3072,41.029,-8.2782
Ca3Ti3Cr2O12,0.0,0.0,-0.0
In2FeTe,23.7434,22.0746,-1.6688
MoIrPb2,44.5588,44.3559,-0.2029
LaNd2O,40.0441,39.3896,-0.6544
MgH5IrPd,7.5349,7.6829,0.1481
Tb2Zn3CoCu12,12.6284,13.1858,0.5573
TlIn2Hg7Bi2,16.4985,16.9067,0.4082
SiAg2Sb,27.5448,22.2247,-5.3201
PaTlCu2,28.0108,31.433,3.4222
ZrRuBr3,34.092,27.9377,-6.1542
Sr(AgBr2)2,17.62,16.3108,-1.3092
LaInFe,27.7634,20.5807,-7.1828
NaBeB2,4.1676,4.162,-0.0056
TlCrW,33.4013,35.6132,2.2119
LaTaPb3,49.5006,47.3245,-2.1762
CaIrI2,31.2397,27.8279,-3.4118
BaBeRh2,26.4149,18.791,-7.6239
Tc3BiPb,79.2443,70.8316,-8.4127
NbSbP2,42.5319,35.928,-6.6039
Pa2InSe,50.3472,51.0724,0.7253
Ce2SmPaSb4,39.2858,36.043,-3.2428
Tl2TePb,46.3134,47.22,0.9066
RuAuI3,32.2831,29.8462,-2.4369
CsVCd,49.3298,42.475,-6.8549
ScAuBr3,19.0188,17.4177,-1.6011
LiRu3Br,20.9498,20.5481,-0.4017
In2RuBr,22.4008,20.9542,-1.4466
PmErCuTc,38.3804,37.9442,-0.4362
CaAc2Rh,31.0347,34.0442,3.0095
BeCdRh2,30.3848,23.642,-6.7428
CsPdCl3,0.0,2.2618,2.2618
Hf2BeCo,73.0359,52.9494,-20.0865
Cu2PbAu2,28.5181,30.9951,2.477
TiPtPb3,51.1822,46.0841,-5.0981
Li4GdY,7.6202,9.0847,1.4646
Cd3AgRu,22.0725,21.3166,-0.7559
DyYTlGa,25.2422,27.4565,2.2143
Ti(BiSb)2,36.2851,33.5911,-2.694
NaSr3Rh,14.201,13.3103,-0.8907
DyY2(TlS2)3,54.943,48.8965,-6.0466
ScTcAu,98.5402,87.6919,-10.8483
SnRuPb3,39.2468,40.4721,1.2253
Pa2Si3B,29.4852,28.1026,-1.3826
PmDyHo5Tm2,24.082,26.499,2.417
Sc3AgGe,21.0497,16.6253,-4.4244
YHoCo,41.6894,36.7188,-4.9705
ScZn2Ge,19.6277,15.7975,-3.8302
Cs2Cd5Bi3,28.6481,29.6332,0.9851
ErBeCo,5.8326,6.0397,0.2071
Y3(HoCo)4,37.1792,32.6986,-4.4806
KCoHg2Pb,15.7942,14.5419,-1.2523
CsPm3(SeO3)4,13.5992,12.6048,-0.9944
Sb3TePd,40.4897,32.4395,-8.0502
SrCoAg2Ir,30.7223,24.9635,-5.7589
YHoAlCo,36.0294,30.3611,-5.6683
Li2Si2SnPd5,13.8429,13.271,-0.5719
BeCo3Bi,21.778,19.2745,-2.5035
NaYBeBi2,32.5496,29.7189,-2.8307
Te2PtW,53.319,46.3237,-6.9952
Re2PdI,24.34,27.5801,3.2401
Y5(ScHg)4,20.6655,16.7908,-3.8746
As3IrRu,23.0158,20.3781,-2.6376
La3TaSb,48.1001,35.5703,-12.5298
GaSi2Sb,16.4948,12.8792,-3.6156
Er2CuP,15.4986,17.3426,1.844
Sc2TcF2,47.5486,39.285,-8.2636
BeNb(Co2Si)2,29.4587,25.9495,-3.5092
In(NiAs)2,21.1093,17.8474,-3.2619
NaLaAgPb2,42.5656,37.3392,-5.2264
Pa2BeCo4Si3,24.0577,23.5328,-0.5249
ScAg2Sn,30.2968,25.0117,-5.2851
Pm4Y5Sc4,18.8546,17.257,-1.5977
BaLu2Sc,18.3185,21.1069,2.7884
MoOs2I,35.2745,35.0188,-0.2557
Y3Zr7Ir4,64.0596,54.5076,-9.552
P2RuBr,14.574,13.3349,-1.2391
K2CaOs,18.5277,18.9519,0.4242
Y4Ho3Co4,42.8833,36.2547,-6.6286
PmFe3(CO3)4,17.0986,12.5071,-4.5915
Tm2ScW,27.0438,30.8341,3.7903
TbZr2Sc,57.1629,49.2465,-7.9164
SrLu2Sc,21.6912,24.4061,2.715
GdSbTe,12.9769,13.2142,0.2373
La2SiAgO6,25.3903,23.0697,-2.3205
SrCoP2Cl,20.538,18.6632,-1.8748
YZrCd4,31.3544,29.3246,-2.0299
Ir3CI,46.2034,42.9702,-3.2332
Rb2TlIrBr6,15.8129,16.1595,0.3466
BeCo2As,17.215,12.3281,-4.8869
Ca2LaPr,15.108,11.9436,-3.1644
InCuSb3,32.6315,26.6157,-6.0158
CoSbAsI2,25.9983,21.8532,-4.1451
CsPN2O,35.5294,31.0122,-4.5172
BeCo2As,16.9663,12.3281,-4.6382
Be2PbW,29.566,29.0303,-0.5356
NaAcYSe3,34.3801,31.083,-3.2971
ZnCrIn,13.9646,13.1393,-0.8253
InIr3Se,40.7534,40.3204,-0.433
Cs2SrAg,23.6361,22.4908,-1.1454
Y2Ho3Co2,39.6476,34.7634,-4.8843
SrTmTh2,44.3572,48.041,3.6838
SrTcAu3,50.9893,48.2859,-2.7034
ZnCrOs2,26.4211,28.7603,2.3393
LuThRu,38.2939,42.1532,3.8593
LaPmHo5Tm2,26.9894,27.8453,0.8559
LuScAs,26.2399,22.8827,-3.3572
Mg3In3NiPd2,11.7255,13.2102,1.4847
BeCo2As,17.119,12.3281,-4.7909
Li2Sn(PO3)4,17.7169,13.2515,-4.4654
ZnCrRe,34.7826,27.2164,-7.5662
BeCo2As,17.0949,12.3281,-4.7668
SbWAu3,46.5697,45.4727,-1.097
Li2SnPd5,10.2232,11.513,1.2898
NbCrI3,44.6207,38.6711,-5.9496
Sc2ZnGe,18.5396,10.9271,-7.6125
ScZnSn,17.2719,18.4875,1.2156
Co3TcAs,32.7334,27.039,-5.6944
GaBiPb2,42.127,43.9017,1.7746
BeCoAs2,15.0216,11.4704,-3.5512
Li3VOF5,16.0606,12.6396,-3.421
ZnCrRe2,35.5604,31.1108,-4.4497
SrInTe2,28.7748,29.0756,0.3009
BeCoAs2,14.6732,11.4704,-3.2028
InSbC3,52.2358,38.2814,-13.9544
OsRu3Se,29.2721,29.1414,-0.1307
GdSnSb2,35.1195,31.5571,-3.5625
BaSi2Ru,10.5614,13.0287,2.4673
ZnAgHgF5,5.7113,4.9053,-0.806
NaFeCo,20.8905,17.1881,-3.7024
ScReMo3,36.8968,32.7561,-4.1407
TcPbSe2,60.8317,53.1527,-7.679
KSc3Sb,17.0311,14.687,-2.3442
LuNi4Sb,19.9878,19.6974,-0.2904
Ca2SbPb2,29.6561,28.6571,-0.999
BeCoAs,15.5267,12.5932,-2.9335
Mn3SnPb,75.388,63.5593,-11.8287
ZrCrRu2,34.6963,31.8322,-2.8641
BeCoAs2,14.8692,11.4704,-3.3988
LuCdCoNi,34.7472,29.7763,-4.9709
ZrCrTc2,73.1914,62.3975,-10.7939
LiV(PO3)4,10.7598,7.7886,-2.9711
As3Pb5ClO9,10.6096,11.885,1.2755
BeCo3As,18.9445,12.8041,-6.1403
ZrGeSb3,49.1456,38.5689,-10.5767
PrTcCl,23.11,25.6358,2.5257
TiAlCrIr,26.2367,27.5841,1.3475
NaFe2CuSe,38.0676,29.4714,-8.5962
Pm2Mn(GaCu4)3,15.3769,14.7251,-0.6518
Be2ReRh2,20.5842,18.8802,-1.704
K2CoOs,19.4185,19.7475,0.329
BeOsRh2,35.1217,29.9625,-5.1592
Li8CrS6,18.0696,12.2834,-5.7861
CaSc3Be,13.1847,9.0834,-4.1013
YZrI2,39.2582,35.0763,-4.1819
BaSiRu,0.0,0.0,0.0
CaCo2NiC,34.4453,24.3881,-10.0572
Cs3(IO3)2,23.1926,19.9833,-3.2093
CrPdRu3,16.2348,17.6694,1.4346
Cr2FePb,29.4612,25.5617,-3.8995
Na(SrIn)2,15.8458,16.7702,0.9244
TiP3I,9.6874,9.2742,-0.4132
SrHfSe3,59.4065,46.4908,-12.9157
Zr2TaCr,86.0948,66.0123,-20.0825
NaSnBiPb,38.015,37.726,-0.289
CeScGaCo,11.5845,14.158,2.5735
PtPb2Au,60.3733,54.1664,-6.2069
LiRe3I,30.757,31.8593,1.1023
CsCuO,10.1877,11.5554,1.3678
Lu(CuS)2,31.3894,26.2817,-5.1077
Rb2CoAsO4,9.715,9.6567,-0.0583
Y2CuSi4Ir3,34.026,30.7404,-3.2856
Co2ReRh,25.3498,25.7434,0.3937
Rb3Cr(AsO4)2,14.569,12.2781,-2.2909
Sc2FePb,36.6078,35.2449,-1.3629
CaErCu2,13.7185,14.1125,0.394
ZrZnRu2,34.5818,32.879,-1.7029
Cu2SiAs,20.1516,18.4957,-1.6559
Rb2LiTcI6,20.3961,19.4308,-0.9653
Li2SbRh,23.4293,18.3167,-5.1126
Li2ReRh,22.8168,20.8333,-1.9835
GdZrFeCo,44.1229,36.9743,-7.1486
LiAg2OsCl,26.0515,22.4833,-3.5683
Cu2SiAu,19.9863,20.4177,0.4314
YCuIr2,39.6323,38.6156,-1.0167
Rb2LiAcI6,16.8986,18.2263,1.3277
Li2RhW,22.3672,20.6269,-1.7403
YSc2Sb,18.5328,17.4164,-1.1165
Co2TeRh,26.121,23.8553,-2.2657
Dy2Be2InPt5,45.3255,32.8352,-12.4903
CdCu2Si,13.111,12.587,-0.524
Li2RhW,22.2701,20.6269,-1.6431
OsPt2Rh,67.7753,48.1242,-19.6511
Co2TeRh,26.101,23.8553,-2.2457
CuAsBr4,13.709,12.9101,-0.7989
CdCu2Si,13.0224,12.587,-0.4354
YCuIr,30.9968,30.5486,-0.4482
CoPRu2,17.8944,18.0491,0.1547
ZnMoP4,12.4872,10.6479,-1.8393
HfAs2CBr,48.0418,35.6441,-12.3976
Li3SnPd4,12.6941,12.7414,0.0473
TlCo2Rh,28.7838,26.8754,-1.9084
Co2RhW,25.9928,25.3095,-0.6833
Co2RhW,25.9553,25.3095,-0.6458
Hf(AsC)2,50.7449,35.5484,-15.1964
Li2IrRu,19.7829,17.444,-2.3389
TmLuN2,14.5991,19.0521,4.453
Hf2AsC,89.6926,65.5402,-24.1524
NdDy2PaSe4,40.8383,37.5564,-3.282
Al3Tl4,30.5052,31.3971,0.8918
CuSiBr2,14.7714,11.8203,-2.9511
TlOsRh,47.8101,45.5089,-2.3013
Sc2FeSe,34.9647,30.6599,-4.3048
Y2ScSb,20.6702,16.6636,-4.0066
Cu2SiOs,18.8767,19.8146,0.9379
CoH8PdRh2,11.0752,8.5318,-2.5433
CdCo2Ru,12.1881,11.8262,-0.3619
Hf6AsC3,94.7351,65.9378,-28.7973
Tl2OsRh,48.8382,48.4622,-0.376
CeZrAlHg,31.4135,28.3206,-3.0929
TcPtPb2,72.3655,62.6782,-9.6873
Hf6AsC,116.2801,83.6511,-32.629
Cu2SiPb,21.7,21.0565,-0.6435
InCo2Ru,12.324,15.5469,3.223
Mg2BeBr,4.4242,5.4102,0.986
Li2OsRu,15.0358,17.6363,2.6005
Cu2ReSi,18.2512,19.0638,0.8126
LaPmZnTc,44.1957,38.6554,-5.5402
LiC3,42.2333,25.1968,-17.0365
Tm3Ga,20.5,27.0154,6.5154
Co2IrRu,22.635,22.4998,-0.1351
Ac2TmCdTe5,37.5278,37.876,0.3482
Y2ScSb,20.9403,16.6636,-4.2767
Cu2SiRh,20.2494,16.4278,-3.8216
CuTc2Cl,50.7131,43.5818,-7.1313
Co2OsRu,17.6804,21.7069,4.0265
Cu2SiRu,15.1879,13.2611,-1.9268
Cu2SiRu,14.9303,13.2611,-1.6692
In2FeSi,16.5935,13.5129,-3.0806
Co2OsRu,17.9592,21.7069,3.7477
InFe2TcN,24.952,21.3512,-3.6008
Li2TaSi,18.4763,18.4437,-0.0326
Co2TcTe,37.1838,34.8944,-2.2893
LaScZn,16.9738,17.4999,0.526
YCuH6,9.8042,7.4493,-2.3549
Li2TaSi,18.6541,18.4437,-0.2105
Tc2PdN,53.0302,45.0783,-7.9518
Li2AlSnAu,17.0464,16.7833,-0.263
SbAs2Pt,38.9089,31.2617,-7.6472
CoHPd2Rh,19.9734,16.6324,-3.341
Li2SiTc,32.5089,28.68,-3.8288
CoHPdRh2,26.2391,19.6238,-6.6154
Th(NiGe)2,25.8439,23.6036,-2.2404
U(NiGe)2,26.6867,24.2571,-2.4296
FeSiNi2,28.6424,21.0098,-7.6325
ZnAs2Br,10.0148,10.7815,0.7667
Ta(BeV)2,62.0518,50.2977,-11.7541
FeSiOs,31.2502,25.6094,-5.6407
Y5ZrSb4,34.0207,29.2253,-4.7954
PuUPa2,68.9805,73.4494,4.469
YZrSb2,49.6545,40.5827,-9.0718
TaGaN,17.7227,17.0059,-0.7168
Co2TeAu,26.7961,26.5515,-0.2446
Co2TeAu,26.7418,26.5515,-0.1903
Ga2TcN2,17.8086,16.4241,-1.3845
FeSiOs2,33.81,25.7148,-8.0952
MgCu2W,18.81,15.0895,-3.7205
TlCoCuCl4,19.8658,17.9015,-1.9643
FeSiPb2,32.6056,30.314,-2.2916
YLuAg2,27.257,25.7405,-1.5165
Li2ZrSi,33.6171,27.7751,-5.842
Co2TeOs,24.6187,27.2638,2.645
FeSiRu2,32.5914,23.5876,-9.0038
ZrAsPSe2,53.8374,44.9874,-8.85
SrLi2Os,14.6162,16.2666,1.6504
K(ZrPd)2,42.8487,37.0865,-5.7622
ZrHgAsSe2,53.3903,44.8219,-8.5684
PmErCu4,13.3827,15.729,2.3463
RbZrAs2Se,61.2787,51.818,-9.4608
AlPtN3,20.6845,17.3373,-3.3472
FeSiSb2,36.6828,28.1427,-8.5402
ZrMnAs2Se,65.1122,54.6854,-10.4268
LiScMnSi,46.692,39.5977,-7.0943
Co2TeW,24.6222,26.0871,1.4649
FeSiSe,22.7182,16.6278,-6.0904
MnZnInPt,53.922,43.0588,-10.8632
Li2MgTlP,15.577,13.9748,-1.6022
Al3SnN,13.2954,11.825,-1.4704
ZnReAs,34.6185,27.8992,-6.7193
ZrAs2SeF,47.0327,39.9367,-7.0961
ZnAsSe,41.8621,39.2746,-2.5875
ZrAs2SeF,46.8943,39.9367,-6.9576
Ca2Zn15Hg2,7.0095,6.8705,-0.139
Ti2POs,13.5224,17.7705,4.248
ZrFeAsSe2,57.1165,44.7285,-12.388
Y2Cu2S,39.655,31.5139,-8.1411
FeSiTc,37.0116,30.9728,-6.0389
Li2La(MgSn)2,13.702,12.6651,-1.037
NaZnInSb,24.2491,21.2222,-3.0269
Mg(CoO2)3,3.7756,3.8948,0.1192
LiNd2Sn3Pt4,46.1875,35.1443,-11.0432
YCu5S4,32.0976,25.3641,-6.7335
Y4CuS3,33.9909,27.1087,-6.8823
CaMnZnCd2,31.5502,27.0026,-4.5477
FeSiTc2,51.0465,43.0019,-8.0446
Pr2Y3Er8,21.2445,22.4115,1.167
FeSiTc2,51.1106,43.0019,-8.1087
ZrGaAs2Se,47.183,40.8467,-6.3363
CoHPdRh2,26.215,19.6238,-6.5912
Y2Si(PdPt2)2,58.0755,41.9286,-16.1469
PaCuF,20.1411,24.1932,4.0521
ZrBiAsSe2,64.3868,55.5234,-8.8634
TaFe2P,26.0154,25.5439,-0.4715
ZrAs2PtSe,63.3369,50.7482,-12.5887
ZrPa4Tc5,82.9562,76.5471,-6.4091
Co2PbW,29.6506,30.1565,0.506
FeSiTe2,26.214,23.491,-2.723
ZrBAsSe2,53.1509,44.4676,-8.6833
YGeAs3,13.0847,12.3212,-0.7635
LaPaSn,46.59,42.9718,-3.6183
LuMgNbTc,67.667,59.75,-7.917
Co2ReW,23.8529,27.755,3.9021
LaEuYHo,30.6599,28.2565,-2.4034
K2TiI4,16.2634,16.5819,0.3185
IrF,0.0,2.2382,2.2382
ZrAs2Se,55.9624,49.632,-6.3304
PbAuBr2,38.0395,35.7334,-2.3061
Li2TaHg,11.9593,13.182,1.2227
PmHo5Tm2Th,28.0718,30.5453,2.4735
LaScZn3,16.1371,13.3527,-2.7844
ZrBeAsSe2,53.123,44.3202,-8.8028
ZrBeAsSe2,52.7698,44.3202,-8.4497
ZnTeS2F,45.5652,35.8992,-9.666
LiYS2,24.4207,20.1695,-4.2512
Ca(Pr2In)6,3.7895,4.3744,0.585
LiPaSnO5,33.6677,29.95,-3.7177
Zr2AsSe,77.4516,65.515,-11.9366
BaCoAg,15.9769,12.1499,-3.827
LiPuSnO5,34.3072,31.7959,-2.5113
ZrReNi2,56.8356,43.3221,-13.5136
BaTlZn,19.661,20.9716,1.3105
ZrAsSe,71.0407,60.974,-10.0667
Cs4Sm3ScO8,25.5269,24.3956,-1.1313
Li2TcAu,35.4073,33.0387,-2.3686
YbCuP,15.6437,16.3168,0.673
Li2ZrRe,35.0862,27.8937,-7.1925
ZrAsSe2,65.3171,54.6723,-10.6449
UVP,57.2966,52.3751,-4.9215
CoSn(H4Au)2,10.8467,11.8385,0.9918
TeOs2Rh,44.5059,42.0997,-2.4062
Li2TcIr,34.3531,33.4206,-0.9326
LiEuScIn,14.7988,15.1997,0.4009
In2ReSi,24.2759,24.1688,-0.1071
ZrAs2CSe,58.6716,47.6662,-11.0054
Li2TeAu,22.1623,22.2559,0.0936
In2ReSi,24.3463,24.1688,-0.1775
HfScZn,51.9544,40.3112,-11.6432
Li2TcIr,34.376,33.4206,-0.9554
ZrAs2SeS,56.8071,46.7343,-10.0728
Ga2Te2MoO10,3.3623,1.7881,-1.5742
ZrNi2Sb,43.607,35.2583,-8.3487
U2AsPd7,27.2021,28.8184,1.6163
In2ReSi,24.3097,24.1688,-0.1409
InReOs2,36.2316,40.0422,3.8106
Rb2ZrAsSe4,42.9997,35.0285,-7.9713
In2SiSb,25.083,21.5239,-3.5591
PmHoEr2Tm5,25.2466,27.5791,2.3326
ZnGa2TeIr,26.2107,22.8664,-3.3443
Tb2Sc2Te2C,31.1215,28.602,-2.5195
In2SiTe,24.3819,22.4489,-1.933
SbAsOs,25.3591,31.4845,6.1254
In2SiSb,25.0909,21.5239,-3.567
ZrAs2SeO,45.9604,39.1769,-6.7835
AgMo2Os,33.0402,27.9005,-5.1397
InReSi,25.1528,25.4306,0.2778
NpPaMnCo,61.4801,59.7563,-1.7238
CaInN2,7.0275,9.0357,2.0081
HfScMo,57.4277,46.7407,-10.687
ZrCu2Si,32.3906,26.6371,-5.7535
InReSi,25.4118,25.4306,0.0188
ZnAgBr2,15.3781,14.4372,-0.9409
Zr2SbAsSe,72.4443,59.1776,-13.2667
ZrSbAsSe2,62.2939,51.1814,-11.1125
NaLa2Bi,45.2961,36.2651,-9.0311
Ce2ZrSb,47.7636,41.4243,-6.3393
ZnAuBr2,19.7412,20.3526,0.6113
Li2SbPb,24.301,23.3586,-0.9424
NiRu3Pb,22.6811,24.6963,2.0152
LaCeNd2Sm,25.6633,24.5689,-1.0944
Li2ReSb,21.5935,21.1022,-0.4914
YCrSb2,48.3852,37.856,-10.5292
Sc2NbPb2,45.1986,42.9026,-2.296
In2CuSi,16.6917,15.7643,-0.9274
CuSiAs,24.6376,22.2616,-2.376
Li2TaSb,20.7788,19.8027,-0.9761
CuSiAs,24.6138,22.2616,-2.3521
Zr2CrW,61.3116,52.6951,-8.6165
Th2AsPd,39.6722,43.3735,3.7013
Y(CrSb)2,40.5443,31.7995,-8.7448
Pm2ZrAl4Pt3,41.9163,32.0919,-9.8244
Co2SbOs,26.1708,25.6143,-0.5566
MnTc2Se,83.5327,70.7436,-12.7891
Co2SbOs,26.2277,25.6143,-0.6134
Y2CrSb,40.683,34.0632,-6.6198
Ba2CuSi,6.5353,5.9132,-0.6222
Nb6ReTc,122.9069,101.9011,-21.0057
Mg2ZnBiN,27.489,24.7547,-2.7342
Co2SbPb,31.1839,28.6865,-2.4974
Ta6Ga2Ru,64.696,55.4853,-9.2107
Y2CrSb,40.7995,34.0632,-6.7363
NiRuN,40.4964,36.5106,-3.9859
YCr2Sb,39.7781,31.5838,-8.1943
BeRh2W,36.7995,30.782,-6.0175
Co2ReSb,25.8061,24.9315,-0.8746
ThAs2Pd7Pb2,25.8627,27.8715,2.0087
Cd2CuSi,16.3135,15.2433,-1.0702
TlCo2Sb,28.8393,26.4067,-2.4326
ThAsPdO,28.1234,30.9209,2.7975
CsMoO2,25.0624,23.7604,-1.302
CdP2Se,19.2416,16.8702,-2.3714
Co2SbW,26.3179,24.5445,-1.7735
Pa2InPd,42.8666,46.0935,3.227
PuFeGe2,25.0663,3.7363,-21.33
InCuSi,15.4133,15.1966,-0.2167
YCrSb2,48.2986,37.856,-10.4426
TaIn2Sb,30.5089,30.3293,-0.1796
CrTcMo,39.604,37.6128,-1.9913
Li2ScCr,12.1148,10.0559,-2.059
PmThAsPd,28.8886,32.6533,3.7647
Pu3Al3FeGe2,35.5243,34.5793,-0.9451
LiDyPaIr,34.4117,38.2045,3.7929
Li2ScCr,12.05,10.0559,-1.9941
NaAg5Pt2,45.1681,33.2542,-11.9139
LiIn2Mo,15.2425,15.6757,0.4332
PuFe4Ge,14.4305,16.5132,2.0827
Ca3Ti5Se12,25.497,19.0161,-6.4809
YCr2Sb,39.6819,31.5838,-8.0981
Y3(HoAl)2,32.0579,28.7495,-3.3084
Pu2FeGe,39.972,40.7166,0.7446
HoAlGa,4.3433,9.7948,5.4515
CdInN2F,10.8096,11.3301,0.5205
CdCo2Se,20.3161,19.5767,-0.7394
Co2RhSe,27.6437,19.4434,-8.2002
YAlRu2Br,28.9697,25.2624,-3.7073
Zr2TaSe,70.216,59.0937,-11.1223
Rb2Nb(PN3)2,31.2617,25.3101,-5.9517
Li2LaSc,15.2613,11.4502,-3.8111
Zr2ScPd,51.0719,43.0501,-8.0218
Co2IrSe,26.2708,26.6776,0.4068
InCo2Se,20.196,20.0587,-0.1373
BaLiAl2Ni,12.3269,9.4389,-2.888
Y2Fe2Hg,16.27,13.533,-2.7371
Co2IrSe,26.3494,26.6776,0.3281
MnTl2Se,62.5341,55.4757,-7.0585
ZrCdP,40.228,34.5733,-5.6547
CuRe2Si,26.477,28.1764,1.6994
Co2MoSe,19.1204,19.1532,0.0328
Co2MoSe,19.2889,19.1532,-0.1357
CsBa2CaNi,9.8015,8.8139,-0.9877
Li2ScPb,15.1227,16.086,0.9633
Li2ReTc,33.6704,31.9519,-1.7184
Li2ScRe,33.9148,27.5994,-6.3153
MnCoMo,41.441,31.362,-10.079
LiPa2Sn,39.1685,42.7733,3.6048
YFeHg,21.9575,17.5291,-4.4284
LiDyThSn,28.4159,31.6323,3.2164
Li2ScRe,33.8202,27.5994,-6.2208
Co2PtSe,37.689,30.0617,-7.6272
Cs2Mg(AsO3)2,14.8171,12.4336,-2.3835
CuSiRu2,20.3552,17.6581,-2.697
CuSiSb,23.8782,20.0179,-3.8603
TlRe2Rh,45.577,44.3669,-1.2101
CuSiRu2,20.6301,17.6581,-2.9719
ZrTaNi2,36.9329,35.3706,-1.5623
BaSm2NiO5,7.3646,7.3921,0.0275
Pa6SiS12,56.517,46.6715,-9.8454
DyYAgAu,29.3756,30.5162,1.1406
CsBa2InNi,12.6592,11.6028,-1.0564
Ba2NiAgW,45.1672,33.4472,-11.72
MnSnAuC,45.4195,40.7268,-4.6927
CuSiTc,39.5646,34.347,-5.2176
Co2RuSe,19.5071,19.884,0.3769
LiThMnIn,47.6427,43.6985,-3.9442
Ba2FeReNi,37.7057,28.4209,-9.2848
Co2SbSe,27.8612,23.055,-4.8062
Sc2MnBr,31.6342,27.0203,-4.6139
CuSiTc,39.6745,34.347,-5.3276
CsBaNi2Hg,13.1966,9.8975,-3.2991
TlSb2,47.0171,41.5119,-5.5053
Co2TcSe,38.5733,34.9159,-3.6574
Cs2Co(CO3)2,16.0546,12.5811,-3.4735
