Formula,E_hull_DFT (eV/atom),E_hull_ML (eV/atom),Delta (ML - DFT)
K2AgW,57.6806,43.4506,-14.23
TaSb2Pt,54.0595,45.7129,-8.3466
Hf2Ta2Al,63.553,50.9619,-12.5912
TaTlAu2,46.3789,47.9111,1.5322
BaNb4(FeO7)2,28.3383,21.729,-6.6093
TaPtAu,57.5177,52.0236,-5.4941
TaIr2Au,42.8811,47.2559,4.3748
BeIrAuO,15.9893,20.6867,4.6974
Mg2TlTe,24.5222,24.573,0.0508
TaMnBr2,40.4222,36.1546,-4.2676
Mg2TlAgOs,26.7831,26.4742,-0.3089
TaTl2PAu,40.6865,39.8201,-0.8664
K3NbO6,11.4063,8.7294,-2.6769
TaMnBr2,40.2616,36.1546,-4.107
Ga2TcAs,25.4012,24.2727,-1.1285
Cs2GeB,15.9192,16.5857,0.6665
TaIn2Au,31.138,33.4039,2.2659
Er6P3SeS2,27.7955,28.6572,0.8617
In3SnPd6,14.7943,15.8008,1.0065
LiTaTe,27.0523,28.7039,1.6516
La2(SeO3)3,5.6528,4.5935,-1.0593
TaWAu,40.9175,45.3544,4.4369
Nd3Fe7Cu2,19.8366,17.9611,-1.8754
Zr4Ni(PO4)6,12.5124,10.005,-2.5073
TaTlCuAu2,39.5078,39.6482,0.1403
BaTaRu,18.8516,22.0748,3.2232
TaTlTeAu2,46.4861,45.8303,-0.6557
SrMnBr,44.1994,35.7588,-8.4406
U6Ga2Ni,48.3412,51.1199,2.7787
Mg2PbW,24.6287,26.6037,1.975
TaPAu2,29.8846,33.441,3.5564
Zr2TaAu,70.0337,64.4547,-5.579
CsTlN2O,31.4249,31.2054,-0.2195
BaZnCr2,15.811,14.3515,-1.4595
SrBeHg2,8.0525,5.4462,-2.6063
Ba2Fe2Pb,15.418,14.75,-0.668
Co(AuO2)3,15.9522,16.8657,0.9135
ZnCr2Br,24.6619,20.237,-4.4249
ScTcW,95.3933,83.6832,-11.7101
Pa2SnGe3Ir4,35.1045,37.6283,2.5237
CsThAgCl6,10.3467,10.269,-0.0777
YMnMo2Ir,50.7597,39.4332,-11.3265
TbPaCuO5,2.5196,7.9556,5.4359
PrSiP3,0.0,0.0,0.0
TaP2Au,18.2071,20.3292,2.1221
BeIrAuO,22.62,20.6867,-1.9333
K6NbTlAs4,14.0633,11.9971,-2.0662
TmZnH4,2.8169,3.8958,1.0788
TaPAu3,39.3962,38.6086,-0.7877
ZnCr2In,12.7953,12.0768,-0.7185
HgRh4Pb,41.6931,32.6269,-9.0662
Na2Sr(FeSi)2,28.7852,21.83,-6.9552
TaIn2Ru,23.4307,26.3325,2.9018
CoAuO2,15.527,16.4331,0.9061
ZrTa2AsAu,46.4104,45.1917,-1.2187
TcIr2,40.9817,51.2846,10.3029
SrTa2Au,41.8297,39.7595,-2.0702
ErFeSi2Ru,28.4233,21.1267,-7.2966
CaTa2Mo,24.1923,27.8295,3.6372
PmSbHPd,21.9363,22.2208,0.2845
ZrCu2SbH,34.1715,29.2844,-4.8871
LiTaAu,10.9313,27.2661,16.3348
SrTa2Au,42.177,39.7595,-2.4175
ZnCr2Re,27.7538,21.7988,-5.955
YNiRh,71.2811,60.8059,-10.4752
TaCr2GeAu,43.7897,34.4919,-9.2978
Ta2AsIrAu,36.6848,38.7016,2.0169
Pr8Y5Tm,6.3965,6.7245,0.3281
TaAsAu3,38.8177,39.7858,0.9682
Al2Tl2In,23.0787,24.9323,1.8536
TaCr2WAu,50.5992,41.5289,-9.0703
ThScZnGa,21.4059,24.3695,2.9636
YNiRh2,65.8441,49.5463,-16.2978
TaAs2Au,26.0636,28.9707,2.9071
FeCoSiRu,27.7184,20.4813,-7.2371
Al2Cu2Si,12.5656,10.4637,-2.1019
Tc2Ir,57.6664,52.6625,-5.0039
Tc4Ag5,59.09,48.174,-10.916
BeAgCl4,9.5519,8.2426,-1.3093
Be(OsAu)2,30.1832,34.4028,4.2196
Cd5Tc4,52.1917,45.4261,-6.7656
TaTe2Pb,43.5132,43.4074,-0.1059
Be2PAu,13.4832,14.6509,1.1677
Mn4AgCl,72.9331,58.3679,-14.5652
Tc2NiAu,60.0924,54.9914,-5.101
NaC,36.9068,25.3809,-11.5259
NbAuO,55.6579,47.7938,-7.8641
GaNiPd,13.9983,14.5659,0.5676
SrMnBr,44.276,35.7588,-8.5172
ZrCr2Au,41.1192,38.5537,-2.5655
BPIrO2,17.5308,15.993,-1.5379
Y3NiRh2,52.8793,44.8765,-8.0028
MgPbW2,33.7116,36.6849,2.9732
Hf3(AlCu2)2,53.3046,38.1276,-15.177
Ag2HCl6,7.0615,5.9596,-1.1019
Hf2Al2Cu,54.1412,39.0589,-15.0823
ZrCr2Mo,33.0327,30.7314,-2.3013
Sc3ZnBi,15.9904,17.364,1.3736
AcNdErAg,37.6472,38.1519,0.5047
ZrCr2Os,39.8364,36.9077,-2.9288
MnTe2Br,49.0161,42.6373,-6.3788
Hf2AlV2Ru5,53.3761,42.7944,-10.5817
Ba2Tc,24.1428,20.1161,-4.0267
Cd2Tc,37.1555,34.8044,-2.3511
Zn2Te,16.321,18.854,2.533
NiIrSe2,37.1038,33.3201,-3.7837
BeP2Au,15.1163,12.2718,-2.8445
BeP2Au,14.9246,12.2718,-2.6529
BeNbAuBr2,43.1277,37.1743,-5.9534
HfNb2AlRh,96.4825,73.1667,-23.3158
ZrOs8,48.1447,49.7192,1.5746
ZrCr2Sb,40.4416,34.4043,-6.0372
AcZnTcGe3,26.9734,26.96,-0.0134
ZrCr2Tc,52.2635,44.7637,-7.4998
Mg2ZnTc,27.1834,23.5331,-3.6503
ZrTaCr2,63.8249,49.6053,-14.2196
ZrCr2Tc,52.3908,44.7637,-7.6271
Y4Ho3,20.068,22.3071,2.2391
W2Au,23.1446,35.3157,12.171
Gd2V2O7,17.2465,14.2476,-2.9989
Li4Fe3Sn2Sb3O16,36.6371,30.1084,-6.5287
ErScInAu,25.9926,27.3075,1.3149
Li4Cr2Fe3Sn3O16,40.5389,32.707,-7.8319
ErSi3TcOs,27.0975,25.5607,-1.5369
Yb2Ga3Ni2,14.7984,16.7228,1.9245
MnCd2Au,46.3104,42.1987,-4.1117
GdAgSb2,37.0911,32.9118,-4.1793
Mg2TlZn,16.5487,16.9802,0.4315
BePAu3,30.0956,30.5892,0.4936
ZrTlCr2,42.1743,38.4282,-3.7461
LiHoPb,26.8139,28.9187,2.1047
Er2Tm9Sc,28.337,29.7658,1.4289
Te4Os5,42.6336,43.3233,0.6897
ErIrPd2,26.453,29.3954,2.9424
MnCd2In,39.6198,35.3406,-4.2791
ZrRe2,39.2344,41.1094,1.875
Al2As,17.9592,16.4764,-1.4828
Cr3Br,24.1971,20.6314,-3.5657
Cr3Br,23.9794,20.6314,-3.348
Li2Ni3SnO8,20.619,17.5115,-3.1075
Bi2SbPb2,48.4456,48.538,0.0924
Y5Ho,16.2824,18.0689,1.7864
Y8Bi3Te4Se,29.4937,29.8142,0.3205
In4SnPb,25.564,26.5925,1.0286
Cr3Co,8.7411,9.0968,0.3557
YHoPt6,71.3857,53.0259,-18.3598
CeLuAlHg,15.0775,17.4519,2.3744
Be3As4,12.5318,9.5956,-2.9362
Tl3GaNi,34.2154,34.8664,0.651
Cr3Fe,17.9035,14.6499,-3.2536
TbHo2(SeS)2,40.4613,33.8413,-6.62
Ca2YHo,18.2151,16.9606,-1.2545
Si2AuO,14.1133,12.4836,-1.6297
MnCd2Sb,45.8726,39.6669,-6.2057
CuOs,9.9079,23.4445,13.5366
As2AuO,12.6996,14.4564,1.7568
NiPbSe2,39.1311,33.847,-5.2841
Cr3Ni,18.885,10.8399,-8.045
Cr3Rh,19.0761,10.1978,-8.8783
CrAuO2,17.5796,17.5922,0.0126
W5Au4,42.701,46.0296,3.3286
Tl4W5,44.8417,47.3584,2.5168
GdGaNiRu,17.0615,17.9601,0.8986
Cs2DyU3O12,13.4107,17.5763,4.1656
Be3Al4,21.4004,16.5823,-4.8181
Ho6PaS12,46.5053,37.5267,-8.9786
Y6P13Rh20,35.9762,24.8462,-11.13
PbW8,40.5916,44.9335,4.3419
Be3C4,36.0262,27.3571,-8.6691
TmAl5H12,2.6147,3.3552,0.7405
Er6ZrIn5,30.7748,30.7267,-0.0481
Rb2AuO3,4.5647,5.0031,0.4384
YTiCo,49.9644,40.7964,-9.168
Ca3Al4,4.3297,5.4059,1.0762
PtW8,44.184,46.5904,2.4064
Cd3Sb4,34.0945,30.1789,-3.9156
ErZr4In5,51.8531,47.3558,-4.4974
TeS3,50.3645,37.9149,-12.4496
Ba(BiPt)2,52.6934,44.2739,-8.4196
Ta4Al3,22.1486,26.7433,4.5947
TaTlSb2,45.1053,42.9155,-2.1898
YP2Pb,31.7934,28.2027,-3.5907
Ga2NiPd,15.0555,14.3215,-0.734
LiCoPO4,0.8188,1.435,0.6162
Mg2ZrPb,39.027,36.6184,-2.4087
Na2SrTbF8,12.6791,12.2832,-0.3959
LiLaZr2,62.4848,52.4588,-10.026
CsInB2,9.7882,11.6591,1.871
RbAuO,5.3096,7.7717,2.462
RbAu3O,29.1344,29.5541,0.4196
MnTePt2,80.1088,61.9527,-18.1561
NiRuSe2,30.0154,21.2545,-8.7609
Li(ErPb3)2,41.5214,42.8563,1.3348
Y3PPb,23.9053,22.4425,-1.4628
NbAu2O,53.7844,51.7543,-2.0302
HfAlC,44.607,30.661,-13.946
YbGaNi,8.0716,12.4333,4.3617
SiAu2O,23.6158,24.8371,1.2213
CrInAg2,23.1124,19.8761,-3.2363
LiZr2Ta,58.716,52.6504,-6.0656
CrAg2Os,28.9783,26.7,-2.2782
LiCoSnO4,21.9027,17.5975,-4.3052
CrAg2Ir,30.3624,26.9049,-3.4575
Dy4TlAuO,23.3244,25.3999,2.0756
LiErGa,12.397,14.7104,2.3133
HfAlTe3,55.0168,44.4435,-10.5733
ZrGa2Ni,30.3239,28.3368,-1.9871
Y2HoZrSc4,23.8755,21.6866,-2.1889
CsOsRu2O,26.1101,25.1949,-0.9152
Y5Tl4,30.1629,31.6376,1.4746
Cs2Pu3RuO12,18.1027,20.8709,2.7682
K2ZrNp3O12,16.4191,19.2098,2.7907
PrTl2AgCl6,10.3291,12.0231,1.6939
LiZr2Te,59.8554,52.0264,-7.8291
Tl2Cd2In5Sn2,25.6765,26.3197,0.6433
ErIn2AgCl6,7.5536,8.7301,1.1765
PuTl2AgCl6,17.2451,18.6597,1.4147
CaAl2Pb,12.9879,16.2947,3.3068
SmYHoAg,24.4909,25.2627,0.7718
Tl2AgHgCl6,12.5525,13.2141,0.6615
LiZr2W,59.2731,53.4359,-5.8373
Ge2BPIr,19.9052,17.576,-2.3292
PrThSc6,11.5054,13.2081,1.7026
Nb3ZnGa,67.2044,57.4782,-9.7262
CrReAg2,28.3697,26.3033,-2.0664
Cs2PuAgCl6,16.083,15.5812,-0.5018
Ba2Sn4Pd3Pb,21.8172,19.6045,-2.2127
SrLi2InAu5,30.2483,30.425,0.1768
CrAg2W,61.2679,46.8004,-14.4675
Cs2NaSnP2,13.2505,14.6243,1.3738
Re3C4,70.6886,59.0398,-11.6488
SrNpCoO5,1.5637,6.5573,4.9936
LiPm(CN2)3,32.5651,27.5604,-5.0048
CdFeP,29.3938,27.0004,-2.3933
Tb2Ga3Ni12Pd,11.1344,11.5397,0.4053
MnRe2Te,55.8038,52.6567,-3.1472
Cu3Ag3(PS4)2,38.0527,29.1433,-8.9095
TcNiSe2,49.2641,40.5984,-8.6657
Ga2NiIr,16.2676,19.1058,2.8381
Ga2Tc2Ni,35.3238,31.643,-3.6808
LiLa2Zr,50.8757,38.5101,-12.3655
Ba4CaCu,3.8204,3.2796,-0.5408
CrAgAu2,33.809,32.6679,-1.141
CrCdAg,20.1625,17.9205,-2.242
LiZrMo2,32.6125,31.729,-0.8835
CrCd2Ag,19.8917,18.3332,-1.5585
VH2AuN,35.2751,30.7555,-4.5196
CrIn2Ag,20.1846,18.8283,-1.3563
La(GePt)2,48.9382,37.5286,-11.4096
HfPAuO2,46.4077,35.8493,-10.5584
Li2HfAuO,50.1304,40.7656,-9.3648
CrIn2Ag,20.2493,18.8283,-1.421
Hf2GeAuO,68.2859,51.6993,-16.5866
Y2Ho(GaCu)2,26.6886,22.9764,-3.7122
LiZrRe2,44.8988,44.0542,-0.8446
Be3Tl4,29.5952,31.2131,1.6179
HfAlCd3,41.9392,33.4897,-8.4495
LiNpAuO6,12.5762,14.8768,2.3006
FeHgP2,18.1023,16.0175,-2.0848
MnRe2Te,56.1895,52.6567,-3.5328
CrAgOs2,31.5969,28.0034,-3.5935
LiZrRe2,44.8447,44.0542,-0.7905
CaTmMgIn,14.2395,16.3603,2.1208
Y2ScZnPd,20.1893,17.3188,-2.8705
CrAgPb,31.4865,29.4176,-2.0689
LiZrTc,64.539,55.0107,-9.5282
Fe2Co15Ni2,20.9529,16.8018,-4.1512
Li2AgAuO4,26.0455,23.627,-2.4184
Pa3Co9GeB2,17.4549,19.3241,1.8692
Y(BeCo)2,19.988,15.969,-4.019
HfAu2O,53.4255,47.9575,-5.468
CrAgBr4,22.9596,20.9602,-1.9995
Cs2AgOsO6,11.8421,13.1869,1.3449
ZnRe8,41.472,41.7546,0.2826
CsOs2O7,10.5859,11.5695,0.9835
Li2CeAuO4,24.565,23.2038,-1.3612
CdCu2AgCl6,5.9728,5.5847,-0.3881
CsCu2AgCl6,6.2184,5.4299,-0.7885
Tl2HgAu,37.1697,37.9349,0.7652
HfIrPb2,67.2235,61.1199,-6.1036
TaCrMo,21.7015,20.2177,-1.4838
CrAgPt2,54.8444,40.7224,-14.122
LiZrTa,46.6319,42.9761,-3.6558
LiZrTa,46.1345,42.9761,-3.1583
Re3C4,70.727,59.0398,-11.6872
CrAgPt2,54.922,40.7224,-14.1996
LiZrTa2,43.3604,42.4746,-0.8858
Be4C3,27.4547,21.1138,-6.3409
Hf3IrPb,105.4807,80.1569,-25.3238
Dy(ScSi)2,33.8562,29.6231,-4.2331
Tl4Zn5,27.0003,27.6961,0.6958
Zn8W,11.2129,12.3855,1.1726
NpCdAuO6,7.9802,9.573,1.5928
Pm2SmHo5Th,26.7305,28.8596,2.1291
ZnIr2,25.4161,32.9724,7.5563
CrAgTe2,31.3294,27.8907,-3.4387
PrSm5In8,19.5534,20.9484,1.3951
NiWSe2,37.2962,27.559,-9.7372
Li2PdAuO4,30.9659,28.3052,-2.6607
Re4Cl3,26.2355,27.7843,1.5488
Sm6YHo,24.2148,25.9689,1.7541
Pr6CoHg2,-0.0,-0.0,0.0
HfAuO3,38.7152,29.829,-8.8862
ZnTe8,38.463,35.9602,-2.5028
Be4Tl3,22.3763,24.2292,1.8529
Ba3ErIn4,13.2055,14.979,1.7735
Li2TmAuO4,24.7488,23.9967,-0.7521
CeEr3In4,19.4002,21.8945,2.4943
ZnW2,10.8607,23.2053,12.3446
Ta4Cd3,29.5406,33.434,3.8934
CrAs2Br,24.3537,21.9769,-2.3768
Al5Zn4,5.2579,6.3913,1.1334
SrGa2Ag,12.0445,12.0777,0.0332
HfIrPb2,73.4906,61.1199,-12.3707
AcEuGdHg,30.475,32.1036,1.6285
HfNpAuO6,19.0598,16.5166,-2.5432
GaNi3Pb,17.1014,18.2329,1.1314
WSeCl2,23.6976,24.2407,0.5432
BaAg2Sn,17.3711,15.3209,-2.0502
CrAs2Ru,16.192,13.0033,-3.1887
Zr4Au5,69.5687,63.5275,-6.0413
Ca2MgCu4Ge3,10.1556,8.6269,-1.5287
GaNiI,8.9793,11.5251,2.5458
Ba2ThPaSb4,38.2364,36.4973,-1.7391
Na3ZrAu,44.601,38.3425,-6.2584
Hf6AuO,113.1257,81.8828,-31.2429
MnTlAu2,61.3379,57.12,-4.2179
Er8P3SeS4,31.3323,30.9584,-0.3739
CrCoB,0.0,1.5357,1.5357
HfNbIrRu,90.0426,70.1499,-19.8927
BaTh(SnPd)2,26.9955,24.9363,-2.0593
YScCu2,31.8578,25.4393,-6.4185
TeAuSe2O,38.5516,33.3379,-5.2137
ZrReCl2,37.0428,33.9445,-3.0983
VSb,80.1954,65.1463,-15.0491
Li5Sn2Hg2Pb,8.8003,9.3496,0.5493
ZnP2Pb,17.0471,19.4457,2.3986
ZnP2Pt,26.2126,20.9069,-5.3057
RhAuO3,20.0632,17.6843,-2.3789
Ba2Sn4Pd3Rh,21.3876,17.629,-3.7587
CePm2Sc,21.4698,22.8029,1.3331
MnTeW,60.9679,55.0956,-5.8723
ZrAgP2,33.8702,29.7708,-4.0994
PaTeAuO6,10.749,12.7942,2.0452
ZrAgP2,33.7445,29.7708,-3.9738
UTiAuO6,6.7354,7.5139,0.7785
Co4C3,33.9561,29.642,-4.3141
P3Br,7.5986,7.6149,0.0163
Re4C3,67.5952,57.1693,-10.4259
Rh3AuO,41.2691,32.2925,-8.9766
Zr(AlSi)2,37.1941,31.1949,-5.9992
CaMg2CuGe2,9.1591,7.9928,-1.1663
Cr4C3,57.8952,48.5095,-9.3857
Au4C3,55.1607,46.4098,-8.7509
Cd4C3,38.6536,29.6747,-8.9789
C3Br4,34.6823,25.2861,-9.3962
Be4W3,23.1982,23.9416,0.7434
Rb4C3,29.4366,19.3504,-10.0862
Pr3GeTe6,18.8501,19.3592,0.5091
MnTeW2,55.1231,52.4799,-2.6433
Cu4C3,31.2358,22.7463,-8.4895
SrLa2Pb,42.1279,35.0641,-7.0638
Mn3C4,78.1019,58.6901,-19.4118
KSrF4,7.9674,8.2563,0.2889
Nd5(TcO6)2,14.1254,14.0304,-0.0949
Pr3Sm6Dy,11.8632,14.5518,2.6887
SrLa2Pb,42.1137,35.0641,-7.0496
UAsAuO,22.9532,27.2981,4.3449
Pr3YCo,16.6241,13.2324,-3.3917
Tb(BiS2)3,47.473,39.6162,-7.8568
Li2HfSe,48.4049,35.8826,-12.5223
Hf6Hg2Pt,98.1884,67.5807,-30.6077
Cs3C4,46.971,34.4951,-12.476
Pd2AuO,30.5473,29.4497,-1.0976
TbErIr,0.0,8.3786,8.3786
NdCu5Sn,10.6682,11.5284,0.8602
Zn3C4,39.5212,29.0236,-10.4976
Tl3C4,59.0552,46.8155,-12.2397
Zr3C4,77.2638,58.4986,-18.7652
YRe2IrOs,39.9631,40.8284,0.8654
Cu5As(Se2Cl)2,25.6593,22.3268,-3.3325
Ca3Cu4,9.79,7.1154,-2.6746
ZrScSb2,49.4816,41.6505,-7.8311
TlCuGeSe2,33.2467,28.6585,-4.5882
Pr(Mo3Se4)2,30.764,25.7115,-5.0524
La2ZrW,60.7228,50.799,-9.9238
TaIn2Ag,23.0751,27.4155,4.3404
Ag2POs,27.7251,26.4117,-1.3134
Ba2Au2O5,9.9411,11.1231,1.1821
YTaB,37.6922,36.5612,-1.131
Tm2TeO6,0.0,0.9958,0.9958
In2AuO,24.6702,25.4724,0.8022
Co3Ni(PO4)4,13.1869,11.4812,-1.7058
Li2MgTi3O8,9.02,9.5132,0.4933
Zn2Ga2Fe,8.9086,7.6284,-1.2802
Sc2BeI,14.0357,16.8508,2.8152
LiCeAu,2.9375,25.8536,22.9161
OsPtAu3,56.4844,51.6689,-4.8155
MnCdTe2,51.1241,44.6245,-6.4996
Y2BeCo,31.2174,25.0061,-6.2113
Dy2TeH2I,19.1008,20.1185,1.0177
K2AgW,57.7502,43.4506,-14.2996
Rb2SrAgCl5,6.1722,5.1374,-1.0349
NaCuBr4,14.5858,13.6583,-0.9275
LiSn2B2Rh5,31.5447,26.6214,-4.9233
NaSmF4,-0.0,2.6536,2.6536
Ni5As,7.3703,7.9178,0.5474
CsTiGe2,13.3047,14.4716,1.1669
Ba2Cu3P4,7.4167,5.017,-2.3996
Co2OF3,0.0,0.0,0.0
Mn3OF5,43.5187,37.7513,-5.7675
CuNiSbS3,26.786,18.9198,-7.8662
LiMoP2WO11,29.0238,24.5505,-4.4733
Tl2AgPdCl5,15.402,15.5682,0.1661
Pr6PdPt3,19.0648,13.7521,-5.3127
Y2MgSe4,14.2104,12.1347,-2.0757
In(SnBi)2,30.6119,32.2014,1.5895
Pr6Zn2Ni,0.0,0.0,0.0
TaCuHg2,8.9101,11.1377,2.2276
Na2CaHfF8,21.954,18.0638,-3.8902
Gd2TiCuO6,0.0,0.0,0.0
HfVTe,96.9321,74.9076,-22.0244
Rb2NpNb3O12,25.9059,24.4961,-1.4098
ErInFe2,9.458,9.957,0.4989
ThAg(WO4)2,26.284,23.596,-2.688
GeIrOs,23.5651,31.4452,7.8801
AgMo2Ir,32.4325,28.3669,-4.0655
MnCo2Br,38.2247,30.2011,-8.0235
PtPbAu,63.1849,55.7881,-7.3968
ZrTiH,37.1303,31.1592,-5.9711
Rb2CoCl7,3.6552,3.3727,-0.2825
Er4Tm3Ga4,21.6847,23.5764,1.8917
ErAuO,23.9108,26.6143,2.7035
IrPbAu,48.0991,50.4076,2.3085
Yb6Cu23,12.4476,13.47,1.0224
KAgOs,30.2108,28.4109,-1.7999
VZnPO5,21.0006,15.6448,-5.3558
ZnFeTe2,25.3275,22.7761,-2.5514
MnZnCr2,32.4075,26.668,-5.7395
Re2IrPb,44.9626,48.3601,3.3975
FeAuO3,16.2434,14.5491,-1.6943
ZnAsPd3,0.0,4.0537,4.0537
TbCeGa,19.7684,22.4316,2.6633
YHfNi,64.7592,51.3896,-13.3696
SnOsBr3,20.4636,20.7584,0.2948
CeGe5Os3,14.8754,18.2156,3.3402
InBiOs2,34.9074,39.9186,5.0112
CuAuO3,11.8292,12.7416,0.9124
YThCSe,55.3266,49.2481,-6.0785
Na5AgF8,14.133,12.098,-2.0349
Ta6Al3B,13.995,18.8277,4.8327
V2O5,28.8032,21.542,-7.2613
TaS,7.1307,35.1719,28.0412
Pr2TeO6,2.5565,0.9679,-1.5886
Be4Tc3,41.1515,34.2408,-6.9108
Sb4Br3O2,35.3152,31.855,-3.4602
Zr(GaTe3)2,36.4285,33.8016,-2.6269
Cu5PPd8,14.0196,14.6031,0.5835
Sm6Cd2Pd,18.5608,20.6726,2.1119
CrGeS,0.0,0.0,0.0
Lu3CrS6,23.8867,18.6801,-5.2066
GeAsPt2,43.8766,38.3692,-5.5074
Pm12SmGe7,18.8699,20.1981,1.3282
Th8Sn2Pt,59.6612,59.1774,-0.4838
Pr3Sc5Te12,10.5623,10.4957,-0.0667
Pm4Ni2Sn,16.5809,17.0081,0.4272
AsF5,3.2015,6.556,3.3544
CoPd8Pt5,43.3608,34.346,-9.0148
LaInFe2,15.9267,17.071,1.1442
CaYSc,11.2038,9.6648,-1.539
NaCrAg2,24.635,21.6621,-2.9729
ZrTe8,48.2824,44.2876,-3.9948
P2OsRh,24.8107,23.1886,-1.6221
PdAu2O,39.1915,37.9092,-1.2822
ZnCrCd,14.0101,12.8353,-1.1748
CeU3N6,22.2134,24.4565,2.243
BaLiCa2Ag,9.953,8.816,-1.137
NiW2Se,35.0964,35.7635,0.6671
Th2AuO,44.1469,47.3753,3.2284
InReP2,37.5964,31.9171,-5.6793
IrAuO2,18.031,21.481,3.45
Ba10IBr4N5,7.1085,8.0568,0.9483
K2Tl2Cl5,11.9178,12.3293,0.4115
LiTcO3,9.8642,8.7001,-1.164
RbAlTe2,11.5932,13.7096,2.1164
InGePO2,19.7902,16.7117,-3.0785
TaInP2,18.1302,18.6388,0.5086
Y2Ni4C,57.7003,49.7627,-7.9376
U6Bi2Au,63.4981,65.9215,2.4234
Zr6Ga2Ni,67.8001,58.7827,-9.0174
Tl(CdSn)4,21.1451,22.2263,1.0812
ZrAuCl2,38.2238,35.6828,-2.541
TaNiAu2,34.5743,37.5024,2.928
MnP2Br,29.4707,25.7326,-3.738
TaNiIr2,32.2482,36.1216,3.8734
Na2HfZr,69.57,54.5122,-15.0579
MnCuP2,33.0351,26.3936,-6.6415
La6GePt2Br3,43.8766,32.4847,-11.3918
Cu2AuO2,8.0156,10.2394,2.2238
MnP2Rh,38.6987,31.3444,-7.3543
Te2AuO,34.372,32.8763,-1.4956
Zr2AlHW,47.4008,43.0837,-4.3171
YZn2As,11.4184,11.1882,-0.2302
MnNiP2,53.5006,48.1961,-5.3045
MnP2Se,39.2123,32.0922,-7.1202
Zr2AlHW,48.8393,43.0837,-5.7556
TlTc2,79.5022,66.521,-12.9813
Cu2AuO,15.2685,17.3177,2.0492
Ce2AuO,23.6739,25.4933,1.8194
Zr2BeAsP,49.4042,41.6642,-7.74
HfAgP2Cl,40.1299,29.391,-10.7388
KAuO,16.024,17.6243,1.6003
LiSnHg2O,24.9893,19.8778,-5.1114
LaTiTlH2,22.2769,20.1222,-2.1546
InTc2Ni,53.114,46.9554,-6.1586
Gd4Cd2N,21.7948,23.7967,2.0019
MnP2Ru,30.5968,27.2303,-3.3665
BaZrCl2,25.6658,22.1755,-3.4903
In3Ni,13.0773,19.1409,6.0636
Nd3As5Se12,35.284,30.0261,-5.2579
CsEuPO4,0.0,0.0,0.0
YbAl2As2O7,11.6645,11.2615,-0.403
Dy2CuIr,25.7075,29.2677,3.5602
Pr6Nd2Er,1.0149,2.9368,1.922
CoI2Br,12.553,11.9647,-0.5883
BaCoBr,13.8885,11.7465,-2.1419
AsSe2,43.1368,45.7667,2.63
La4Dy4Ho3,36.5332,32.5365,-3.9966
GeRhW,23.9091,25.9803,2.0712
In2RePb,33.879,36.2719,2.3929
Nb3MoSe6,65.6624,52.2374,-13.425
NaLaTcN3,20.772,16.7937,-3.9783
MoP2Pb,27.7388,19.8913,-7.8474
Hf(SnIr)2,46.8299,41.5918,-5.2381
InSi2As,25.7329,21.8832,-3.8497
HfNpTaIr,73.6035,66.3924,-7.2111
P2Pt,32.4446,26.1676,-6.277
ReMoP2,44.0101,36.9312,-7.0789
PPdO2F,24.9186,20.1152,-4.8034
TaMoP2,24.5991,15.0997,-9.4993
TcNiW2,45.9597,44.1126,-1.8471
Sr2Ga3Ag2,16.0975,14.8543,-1.2432
HfInIr2,62.0387,54.5277,-7.511
TeMoP2,24.741,20.3265,-4.4144
NaTmIn2,23.4943,24.0604,0.5661
FeAu3O,35.0062,33.2053,-1.801
Al2Si2PbO8,3.5516,4.4085,0.8569
NiPbW2,36.6196,38.3457,1.7261
CdAuO2,12.5509,15.9478,3.3969
NiW2Au,34.7151,37.3748,2.6597
P2OsAu,24.4427,28.5054,4.0627
YZn2As,11.6485,11.1882,-0.4603
P2PtPb,37.2264,32.973,-4.2534
Pr5Sm2Y3,3.5536,4.7714,1.2178
SnAuO2,64.7224,54.3214,-10.401
TeP2Rh,25.1188,21.2733,-3.8455
SbP2Os,24.3865,23.7873,-0.5991
ZrCuSb,50.0708,44.3699,-5.7009
TaP2Rh,24.8335,21.8718,-2.9617
ReP2Os,42.304,40.5815,-1.7225
BeGa2W,11.9874,15.3477,3.3604
CuAuO2,13.9987,16.2929,2.2942
P2IrRu,23.1834,21.9662,-1.2172
InP2Ru,10.9382,12.5619,1.6237
BaP2Ru,9.3036,9.8305,0.5269
WAu2O,39.4584,39.9474,0.4891
Y2ZnAs,12.9771,13.0611,0.084
TaP2Ru,22.7912,18.4897,-4.3014
BaSbP2,17.0683,14.8481,-2.2203
CaCo2Se,37.4233,30.9685,-6.4548
YZnAs,12.7966,13.0156,0.2191
Mg2Si2GePd5,8.0655,9.5471,1.4816
SbP2Os,23.7385,23.7873,0.0488
FeCoNi2,45.7104,34.4819,-11.2285
SbP2Pb,26.4025,27.2101,0.8076
TbZn(BO2)5,-0.0,0.0,0.0
Hf2MnIr,106.9713,82.2052,-24.7661
FeCoNi,38.3681,29.9908,-8.3773
InRuI2O,35.4165,29.9324,-5.4841
AgAuO2,20.6752,20.1528,-0.5224
Ca2Ni3C2,26.8926,18.0695,-8.823
TaSbP2,24.1055,18.1219,-5.9835
PaNiPtRh,52.1769,44.1574,-8.0195
Tb5GaCu2,15.3656,16.999,1.6334
CuAuO3,7.2823,12.7416,5.4593
